Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR	SV	NL	PL
girl.page.19	“No way,” the raccoon grunted. “Why would I care about your garden?\nIf the flowers are dying, you just need to go for water more often.”	«Вот ещё, ‒ фыркнула енотиха. ‒ Что мне за дело до твоего сада?\nЕсли цветы засыхают, просто ходи за водой почаще».	„Auf keinen Fall“, knurrte die Waschbärin. „Wieso sollte mich dein Garten\nkümmern. Wenn deine Pflanzen eingehen, musst du einfach mehr gießen.“	« Pas question, grogna la raton laveur. Pourquoi devrais-je me soucier\nde ton jardin ? Si les fleurs fanent, va chercher plus d’eau. »	«Neanche per idea», borbottò il procione. «Cosa me ne importa del tuo\ngiardino? Se i fiori stanno morendo, vai a prendere l’acqua più spesso».	“De jeito nenhum”, respondeu a guaxinim. “Mas o que seu jardim tem a ver\ncomigo? Se as flores estão morrendo, é só você regar mais vezes.”	“Claro que no”, refunfuñó el mapache. “¿Por qué he de preocuparme\npor tu jardín? Si las flores están muriendo, tienes que regarlas más a menudo”.	「イヤ⁠よ」​{NAME:P1}​は​言い⁠まし⁠た。​「どうして⁠私⁠が​庭⁠の​心配⁠を​し⁠ない⁠と\nいけ⁠ない⁠の⁠？⁠花⁠が​枯れ⁠て​いる⁠なら、​もっと⁠水⁠を​あげれ⁠ば​いい⁠の⁠よ」	“Mana bisa,” si rakun mendengus. “Mengapa aku harus peduli dengan kebunmu?\nKalau bunga-bunganya sekarat, kamu perlu lebih sering mencari air.”	“Tidak mungkin,” rakun merengus. “Kenapa saya mesti prihatin dengan kebun\nkamu? Kalau bunga hampir mati, kamu cuma perlu menyiram lebih kerap.”	زأرت الراكون: ”مستحيل. علامَ أهتمّ بحديقتك؟ إذا كانت أزهارك تموت،\nفعليك الإكثارُ من جلب الماء إليها فحسب“.	”Aldrig,” grymtade tvättbjörnen. ”Varför skulle jag bry mig om din trädgård?\nOm blommorna håller på att dö måste du bara hämta vatten oftare.”	“Echt niet,” gromt de wasbeer. “Wat maakt jouw tuin mij nou uit?\nAls je bloemen doodgaan, dan moet je gewoon vaker water halen.”	– Nie ma mowy – burknęła szopica. – Co mnie obchodzi twój ogród?\nJeśli kwiaty więdną, po prostu częściej chodź po wodę.
girl.page.20	The porcupine realized that {NAME:P1} was not going to give in,\nand so she left, disappointed.	Дикобраз понял, что {NAME:P1}\nне собирается уступать, и ушёл, разочарованный.	Dem Stachelschwein wurde klar, dass {NAME:P1}\nkeine Einsicht zeigen würde, also verließ er sie enttäuscht.	Le porc-épic réalisa que {NAME:P1} ne changerait pas d’avis,\net partit sans cacher sa déception.	Il porcospino capì che {NAME:P1}\nnon avrebbe ceduto, perciò se ne andò deluso.	O porco-espinho percebeu que a {NAME:P1}\nnão iria mudar de ideia. Então, desapontado, ele foi embora.	El puercoespín se dio cuenta\nde que {NAME:P1} no iba a ceder y se fue contrariado.	ヤマアラシ⁠は、​{NAME:P1}​に​わかっ⁠て​もらえ⁠ない⁠と​気づい⁠た⁠ので、\nがっかり⁠し⁠ながら​帰っ⁠て​いき⁠まし⁠た。	Si landak menyadari bahwa {NAME:P1} tidak akan menyerah,\njadi dia pergi, dengan memendam rasa kecewa.	Si landak kini sedar {NAME:P1} tidak akan mengalah,\nmaka dia pun pergi dengan kecewa.	أدرك القنفذ أن الكلام لن يثني {NAME:P1}، فغادر منزلها خائبًا.	Piggsvinet insåg att {NAME:P1} inte skulle ge sig, så han gick besviken iväg.	Het stekelvarken snapt dat {NAME:P1} niet van gedachten\nzal veranderen en gaat teleurgesteld weer naar huis.	Jeżozwierz zrozumiał, że {NAME:P1} nie ustąpi, i odszedł zawiedziony.
girl.page.21	{NAME:P1} kept enjoying the cool water.	{NAME:P1} продолжила наслаждаться прохладной водичкой.	{NAME:P1} genoss weiter das kalte Wasser.	{NAME:P1} continua de profiter de l’eau fraîche.	{NAME:P1} continuò a godersi l’acqua fresca.	{NAME:P1} continuou curtindo a água fresca.	{NAME:P1} continuó disfrutando del agua fresca.	{NAME:P1}​は​ひんやり⁠し⁠た\n水⁠を​楽しん⁠で​い⁠まし⁠た。	{NAME:P1} terus menikmati air yang dingin.	{NAME:P1} terus menikmati air yang sejuk.	واصلت {NAME:P1} الاستمتاع بالماء البارد.	{NAME:P1} fortsatte att njuta av det svala vattnet.	{NAME:P1} geniet ondertussen van het koele water.	{NAME:P1} dalej cieszyła się chłodną wodą.
girl.page.22	But it didn’t last long. Next the rabbit came to her house.	Но длилось это недолго. К её дому пришла зайчиха.	Aber es hielt nicht lange an. Als Nächstes kam die Häsin zu ihrem Haus.	Mais cela ne dura pas longtemps. La lapine vint cogner à sa porte.	Ma non durò a lungo. Il giorno dopo la lepre venne a trovarla.	Mas não durou muito, porque, logo depois, a coelha foi até a sua casa.	Pero su solaz no duró mucho tiempo. Una liebre llegó a su casa.	しかし、​それ⁠は​長く⁠は​続き⁠ませ⁠ん⁠でし⁠た。\nウサギ⁠が​{NAME:P1}​の​家⁠に​やって来⁠た​の⁠です。	Tetapi hal itu tidak berlangsung lama.\nSelanjutnya, kelinci mendatangi rumahnya.	Tetapi hal ini tidak lama. Kemudian arnab pula datang ke rumahnya.	لكن لم يدم استمتاعها طويلاً، فقد جاءت الأرنبة إلى منزلها.	Men det höll inte i sig länge. Nu kom kaninen till hennes hus.	Maar dat duurt niet lang. Even later staat moeder konijn in haar tuin.	Ale nie trwało to długo. Następna przyszła króliczka.
girl.page.23	“{NAME:P1}, please give the water back,” she said.\n“The stream you have blocked used to spin my mill’s wheel.”	«{NAME:P1}, верни, пожалуйста, воду, ‒ попросила она.\n‒ Ручей, который ты перекрыла, крутил мою мельницу».	„{NAME:P1}, bitte gib uns das Wasser zurück“, sagte sie.\n„Der Fluss, den du umgeleitet hast, hat mein Mühlrad angetrieben.“	« {NAME:P1}, dit-elle. Sois gentille, rend l’eau. Le ruisseau\nque tu as bloqué servait à faire tourner la roue de mon moulin. »	«{NAME:P1}, per piacere riporta l’acqua al ruscello», disse.\n«Il ruscello che hai bloccato faceva funzionare il mio mulino».	“{NAME:P1}, por favor, devolva a água do rio”, ela disse.\n“Eu usava essa água para girar minha roda d'água.”	“{NAME:P1}, por favor, devuelve el agua”, suplicó.\n“El arroyo que has desviado hacía girar la rueda de mi molino”.	「{NAME:P1}、​水⁠を​返し⁠て」​ウサギ⁠は​言い⁠まし⁠た。\n「あなた⁠が​せき止め⁠た​川⁠は、​水車⁠を​回す​の⁠に​使っ⁠て​い⁠た⁠の」	“{NAME:P1}, tolong kembalikan airnya,” ujarnya. “Sungai yang sudah\nkamu halangi itu dulu digunakan untuk memutar roda pabrikku.”	“{NAME:P1}, tolong kembalikan air ini,” katanya.\n“Sungai yang kamu sekat selalunya memusingkan roda kincir saya.”	قالت الأرنبة: ”{NAME:P1}، أعيدي الماء من فضلكِ.\nكان الجدول الذي قطعتهِ يدوّر عجلة طاحونتي“.	”{NAME:P1}, snälla ge tillbaka vattnet,” sa hon.\n”Strömmen som du har blockerat brukade få hjulet på min kvarn att snurra.”	“{NAME:P1}, geef alsjeblieft het water terug,” zegt ze.\n“Mijn molen werkt niet zonder het water van de rivier.”	– {NAME:P7}, proszę, oddaj wodę – powiedziała.\n– Strumień, który zablokowałaś, napędzał koło mojego młyna.
girl.page.24	“And now I cannot make bread for my little bunnies.”	«Теперь я не могу приготовить хлеб для своих зайчат».	„Und jetzt kann ich kein Brot mehr für meine kleinen Häschen machen.“	« Et maintenant je ne peux pas faire de pain pour mes petits lapereaux. »	«E non posso fare il pane per i miei leprotti».	“E agora eu não consigo mais fazer pão para os meus coelhinhos.”	“Y ahora no puedo hacer el pan para mis pequeños hijos”.	「だから、​小さな⁠ウサギ⁠たち⁠の​ため⁠に\nパン⁠を​作る​こと⁠が​でき⁠ない⁠の」	“Tapi sekarang aku tidak bisa membuat\nroti untuk anak-anakku yang masih kecil.”	“Dan sekarang saya tidak dapat membuat roti untuk anak-anak saya.”	”والآن لا يمكنني صنع الخبز لأرانبي الصغار“.	”Och nu kan jag inte baka bröd till mina små kaninungar.”	“En nu kan ik geen brood bakken voor mijn konijnenkindertjes.”	– Teraz nie mogę upiec chleba dla moich króliczków.
girl.page.25	“Why would I care about your bread?” The raccoon waved aside\nher complaints. “You have to solve your problems for yourself, just like I did!”	«Какое мне дело до твоего хлеба? ‒ отмахнулась енотиха\nот жалоб зайчихи. ‒ Свои проблемы нужно решать самой, как я!»	„Was interessiert mich dein Brot?“ Die Waschbärin tat ihre Beschwerde ab.\n„Du musst deine Probleme selbst lösen, so wie ich es getan habe!“	« Pourquoi devrais-je me soucier de ton pain ? dit-elle en secouant la tête.\nRègle tes problèmes toute seule, comme je l’ai fait ! »	«Perché dovrebbe importarmi del tuo pane?». Il procione ignorò le lamentele\ndella lepre. «Devi risolverti i problemi da sola, come ho fatto io!»	“Mas o que seu pão tem a ver comigo?” A guaxinim nem deu bola para o\npedido dela. “Você tem que resolver seus problemas sozinha, assim como eu!”	“¿Por qué he de preocuparme por tu pan?”, rechazó el mapache su reclamo.\n“¡Tú tienes que resolver tus problemas por ti misma, como lo hice yo!”	「どうして⁠私⁠が​パン⁠の​心配⁠を​し⁠ない⁠と​いけ⁠ない⁠の⁠？」​{NAME:P1}​は​言\nい返し​まし⁠た。​「自分⁠の​問題⁠は​自分⁠で​考え⁠ない⁠と。​私⁠が​し⁠た​よう⁠に⁠！」	“Mengapa aku harus peduli dengan rotimu?” Si rakon menolak keluhan\nsi kelinci. “Kamu harus memecahkan masalahmu sendiri, seperti aku!”	“Kenapa saya mesti prihatin tentang roti kamu?” Rakun mengetepikan\naduannya. “Kamu perlu menyelesaikan masalah kamu sendiri, seperti saya!”	تجاهلت الراكون شكوى الأرنبة قائلةً:\n”علامَ أهتمّ بخبزكِ؟ عليكِ حلّ مشاكلكِ بنفسك، تمامًا كما فعلتُ أنا!“	”Varför skulle jag bry mig om ditt bröd?” Tvättbjörnen viftade bort hennes\nklagomål. ”Du måste lösa dina problem själv, precis som jag gjorde!”	“Wat kan mij jouw brood nou schelen?” De wasbeer snapt niet waarom ze\nbij haar komt klagen. “Je moet je eigen problemen oplossen, net als ik!”	– A co mnie obchodzi twój chleb? – machnęła łapą szopica.\n– Rozwiązuj swoje problemy sama, tak jak ja!
girl.page.26	“I never thought you were so cold-hearted.” The rabbit left sadly.	«Не думала, что ты такая бессердечная»,\n‒ обиделась зайчиха и ушла ни с чем.	„Ich hätte nie gedacht, dass du so gefühllos bist.“\nDie Häsin verschwand traurig, ohne Erfolg gehabt zu haben.	« Je croyais que tu avais un cœur ».\nLa lapine s’en alla triste et les mains vides.	«Non avrei mai pensato che fossi così egoista».\nLa lepre se ne andò, non avendo concluso niente.	“Nunca imaginei que você fosse tão insensível.”\nA coelha foi embora triste e de mãos abanando.	“Nunca imaginé que fueses tan insensible”.\nLa liebre se alejó, triste, con las manos vacías.	「あなた⁠が​そんなに⁠ガンコ⁠だ⁠と⁠は​思わ⁠なかっ⁠た⁠わ」\nわかっ⁠て​もらえ⁠なかっ⁠た⁠ので、​ウサギ⁠は​悲し⁠そう⁠に​帰っ⁠て​いき⁠まし⁠た。	“Aku tak pernah mengira hatimu sedingin itu.” Kelinci pergi dengan sedih.	“Saya tidak sangka kamu begitu keras hati.” Arnab pun berlalu dengan sedih.	قالت الأرنبة وهي تغادر حزينةً: ”ما ظننتُ قلبكِ قاسيًا لهذه الدرجة“.	”Jag trodde aldrig att du var så kallhjärtad.” Kaninen gick ledsen iväg.	“Ik wist niet dat je zo gemeen was.”\nMoeder konijn gaat verdrietig terug naar huis.	– Nie sądziłam, że możesz być tak bezduszna\n– odparła smutno króliczka i odeszła.
girl.page.27	“I’m so tired of them all,” the raccoon grumbled. “Why should I think\nabout their problems? I rely on nobody, and my life is perfect.”	«Как они мне все надоели, ‒ возмутилась енотиха. ‒ Почему я должна думать\nоб их проблемах? Вот я ни на кого не рассчитываю и живу замечательно».	„Ich bin so müde von alldem“, brummte die Waschbärin.\n„Ihre Probleme interessieren mich nicht. Ich brauche sie nicht.“	« Ils me fatiguent tous, grogna la raton laveur. Leurs problèmes\nne sont pas les miens. Je n’ai besoin de personne, et ma vie est parfaite. »	«Che scocciatura», si lamentò il procione. «Perché dovrei pensare\nai loro problemi? Io non dipendo da nessuno e la mia vita è perfetta».	“Cansei de todo mundo!”, resmungou a guaxinim. “O que os problemas\ndeles têm a ver comigo? Eu não dependo de ninguém, minha vida é perfeita.”	“Estoy cansada de ellos”, rezongó el mapache. “¿Por qué he de preocuparme\npor sus problemas? Yo no dependo de nadie, y mi vida es perfecta”.	「疲れ⁠た⁠わ」​{NAME:P1}​は​言い⁠まし⁠た。​「どうして⁠私⁠が​みんな⁠の​問題⁠を\n考え⁠ない⁠と​いけ⁠ない⁠の⁠？⁠私⁠は​誰⁠に⁠も​頼ら⁠ない⁠し、​私⁠の​人生⁠は​最高⁠よ」	“Aku bosan dengan mereka,” rakon menggerutu. “Mengapa aku harus memikirkan\nmasalah mereka? Aku tak tergantung siapa pun, dan hidupku sempurna.”	“Penat betul layan mereka,” rakun mengomel. “Kenapa aku perlu fikir masalah\nmereka? Aku tidak bergantung pada sesiapa, dan hidup aku sempurna.”	تذمّرت الراكون قائلةً: ”سئمت منهم جميعًا.\nعلامَ أتعب نفسي بمشاكِلهم؟ أنا لا أتّكل على أحد وحياتي مثاليّة“.	”Jag är så trött på dem,” sa tvättbjörnen. ”Vad har deras problem med mig\natt göra? Jag förlitar mig inte på någon, och mitt liv är perfekt.”	“Waarom komt iedereen bij mij met zijn problemen?” moppert de wasbeer.\n“Ik ben het zat. Ik ben van niemand afhankelijk en mijn leven is perfect.”	– Mam ich wszystkich dość – mruknęła szopica. – Po co mam myśleć\no cudzych problemach? Na nikim nie polegam i mam idealne życie.
girl.page.28	But {NAME:P1} couldn’t enjoy her well-being for long.\nShe was bothered again, by beavers this time.	Но недолго наслаждалась {NAME:P1}.\nЕё отдых снова прервали ‒ на этот раз бобры.	Aber {NAME:P1} konnte ihre Ruhe nicht lange genießen.\nSie wurde erneut gestört, diesmal von den Bibern.	Mais la tranquilité de {NAME:P1} ne dura pas longtemps.\nC’était le tour des castors de venir l’embêter.	Ma {NAME:P1} non poté godersi la vita per molto.\nArrivarono altri scocciatori, i castori questa volta.	Mas a boa-vida da {NAME:P1} não durou muito mais tempo.\nDessa vez, foram os castores que apareceram para perturbá-la.	Pero {NAME:P1} no pudo disfrutar de su piscina por mucho tiempo.\nLa molestaron otra vez; ahora fueron los castores.	しかし、​{NAME:P1}​の​幸せ⁠は​長く​続き⁠ませ⁠ん⁠でし⁠た。\n今度⁠は​ビーバー⁠に​ジャマ​さ⁠れ⁠まし⁠た。	Tetapi {NAME:P1} tidak bisa berlama-lama menikmati ketenangannya.\nDia diganggu lagi, kali ini oleh sekawanan biwara.	Namun {NAME:P1} tidak dapat menikmati keamanan untuk masa yang lama.\nDia diganggu lagi, kali ini oleh memerang.	لكن {NAME:P1} لم تستمتع بالهدوء طويلاً،\nفقد قاطعها الجيران مجدّدًا. إنهم القنادس هذه المرّة.	Men {NAME:P1} kunde inte njuta av sitt välbefinnande länge.\nHon stördes återigen, men av bävrar den här gången.	Maar {NAME:P1} kan er niet lang van genieten.\nDit keer wordt ze gestoord door de bevers.	Ale {NAME:P1} nie nacieszyła się długo. Tym razem przyszły bobry.
girl.page.29	“Your idea will lead to trouble, it’s dangerous,”\nthe beavers shook their heads looking at the pool.	«Плохо ты это придумала, опасно»,\n‒ покачали они головами, поглядев на бассейн.	„Deine Idee wird Ärger verursachen, sie ist gefährlich.“\nDie Biber schüttelten mit ihren Köpfen, während sie das Becken betrachteten.	« Ton idée va entraîner des problèmes, c’est dangereux. »\nLes castors secouèrent la tête en regardant la piscine.	«La tua idea causerà dei guai, è pericolosa»,\ndissero i castori guardando la piscina con apprensione.	“Sua ideia não vai dar nada certo, isso aí é perigoso”,\ndisseram os castores em sinal de reprovação enquanto observavam a piscina.	“Tu idea te acarreará problemas, es peligrosa”,\nmeneaban la cabeza los castores mientras miraban la piscina.	「君⁠の​アイデア⁠は​トラブル⁠に​なる⁠よ、​キケン⁠だ⁠よ」\nビーバー⁠たち⁠は​プール⁠を​見⁠て​首⁠を​横⁠に​振り⁠まし⁠た。	“Idemu akan mendatangkan masalah, berbahaya,”\npara biwara itu geleng-geleng kepala sambil memandang ke kolam.	“Idea kamu akan membawa masalah. Idea ini bahaya,”\nmemerang menggeleng-gelengkan kepala melihat kolam itu.	هزّ القنادس رؤوسهم وهم يبحلقون بالمسبح وقالوا:\n”فكرتكِ هذه خطرة، سوف تتسبب بالمشاكل“.	”Din idé kommer att leda till trubbel, det är farligt,”\nsa bävrarna och skakade på huvudena medan de tittade på poolen.	“Je idee zorgt voor problemen hoor, het is gevaarlijk,”\nzeggen de bevers terwijl ze hoofdschuddend naar het zwembad kijken.	– Twój pomysł skończy się kłopotami. To niebezpieczne\n– powiedzieli bobry, kręcąc głowami przy basenie.
girl.page.30	“You have to lead the water back before it’s too late. It will rain soon.”	«Нужно возвращать воду назад, пока не поздно. Скоро дожди будут».	„Du musst das Wasser wieder zurückleiten,\nbevor es zu spät ist. Es wird bald regnen.“	« Tu dois reconduire l’eau avant qu’il ne soit trop tard.\nLa pluie va bientôt tomber. »	«Devi ricondurre l’acqua fuori dalla piscina. Pioverà presto».	“Você precisa redirecionar a água antes\nque seja tarde demais. Logo menos, vai chover…”	“Tienes que devolver el agua antes\nde que sea demasiado tarde. Pronto va a llover”.	「手遅れ⁠に​なる​前⁠に、​水⁠を​戻す​ん⁠だ。\n​もうすぐ⁠雨⁠が​降る⁠から⁠ね」	“Kamu harus mengembalikan air sebelum terlambat.\nSebentar lagi turun hujan.”	“Kamu mesti kembalikan semula air sebelum terlambat.\nTidak lama lagi hujan akan turun.”	”عليكِ إعادة المياه لمجراها قبل فوات الأوان. ستمطر قريبًا“.	”Du måste leda tillbaka vattnet innan det är för sent.\nDet kommer att regna snart.”	“Je moet het water terug laten stromen voor het te laat is.\nHet gaat binnenkort regenen.”	– Musisz zawrócić wodę, zanim będzie za późno. Wkrótce spadnie deszcz.
girl.page.31	“Get out of here, all of you!” {NAME:P1} yelled, angrily.	«Уходите все прочь!» ‒ рассердилась {NAME:P1}.	„Weg mit euch, alle!“, schrie {NAME:P1} und wurde wütend.	« Sortez tous d’ici ! hurla {NAME:P1}. »	«Andatevene tutti!», urlò {NAME:P1}, sempre più arrabbiata.	“Ah, saiam todos daqui!”, gritou {NAME:P1}.\nEla já estava ficando irritada.	“¡Fuera de aquí, todos!”, gritó {NAME:P1}, enfurecida.	「みんな、​ここ⁠から​出⁠て​行っ⁠て⁠！」\n​{NAME:P1}​は​怒っ⁠て​叫び⁠まし⁠た。	“Enyahlah kalian semua dari sini!” {NAME:P1} berteriak penuh amarah.	“Sila keluar dari sini, kamu semua!” {NAME:P1} bertempik dengan marah.	صرخت {NAME:P1} بغضب: ”انصرفوا، كلّ واحدٍ منكم!“	”Ut med er, allihopa!” ropade {NAME:P1} argt.	“Ga weg hier, jullie allemaal!” roept {NAME:P1} boos.	– Wynocha stąd, wszyscy! – krzyknęła {NAME:P1}.
girl.page.32	“I don’t need your advice!”	«Я ваших советов не просила!»	„Ich brauche euren Ratschlag nicht!“	« Je n’ai pas besoin de vos conseils ! »	«Non ho bisogno dei vostri consigli!»	“Eu não preciso dos seus conselhos!”	“¡No necesito sus consejos!”	「あなた⁠たち⁠の​アドバイス⁠なんて​いら⁠ない⁠わ⁠！」	“Aku tidak membutuhkan saran kalian!”	“Saya tidak perlukan nasihat kamu!”	”لست بحاجة نصائحكم!“	”Jag behöver inte era goda råd.”	“Ik heb jullie advies helemaal niet nodig!”	– Nie potrzebuję waszych rad!
girl.page.33	“Well, suit yourself.” The beavers cautioned her before they left,\n“Remember, we warned you.”	«Ну, смотри, ‒ пожурили её бобры,\nпрежде, чем уйти. ‒ Мы тебя предупреждали».	„Nun, wie du meinst.“ Bevor die Biber gingen,\nermahnten sie sie: „Vergiss nicht, wir haben dich gewarnt.“	« Fais comme tu veux, dirent les castors avant de s’en aller.\nMais souviens-toi que nous t’avons prévenu. »	«Beh, arrangiati allora», i castori la avvertirono prima di andarsene.\n«Ma ricorda che ti avevamo avvisato».	“Bem, fique à vontade.” Mas os castores deixaram claro\nantes de ir embora: “lembre-se de que a gente te avisou.”	“Bueno, como quieras”. “Recuerda que te lo advertimos”,\nla reconvinieron los castores cuando se alejaban.	「じゃあ⁠好き⁠に​すれ⁠ば​いい⁠さ」​そして、​ビーバー⁠たち⁠は\n出⁠て​行く​前⁠に、​言い⁠まし⁠た。​「注意​し⁠た​こと⁠を​忘れ⁠ない⁠で」	“Baiklah, terserah kau saja.” Para biwara itu memperingatkan\ndia sebelum pergi, “Ingat, kami sudah memperingatkanmu.”	“Baiklah, ikut suka kamulah.” Memerang itu mengingatkannya\nsebelum mereka pergi, “Ingat, kami sudah memberi kamu amaran.”	أنذرها القنادس قبل مغادرتهم: ”حسنًا، كما تشائين. ولكن تذكّري أننا حذّرناكِ“.	”Nåväl, skyll dig själv. Kom ihåg, vi varnade dig,” sa bävrarna innan de gick.	“Oké, wat jij wilt.” De bevers vertrekken, maar niet voor ze zeggen:\n“Vergeet niet dat we je gewaarschuwd hebben.”	– Jak chcesz – odparli. – Pamiętaj, ostrzegliśmy cię.
girl.page.34	{NAME:P1} got tired of her neighbors who came in and out\nevery other minute and decided to go home and have a nap.	{NAME:P4} утомили гости, что ходили к ней без конца,\nи она решила пойти в дом и немного вздремнуть.	{NAME:P1} hatte genug von ihren Nachbarn, die jede Minute\nein- und ausgingen, und entschied, zu Hause ein Nickerchen zu machen.	{NAME:P1} en avait marre de ses voisins\nqui l’embêtaient jour et nuit, et décida d’aller faire une sieste.	{NAME:P1} era stanca dei vicini che arrivavano in continuazione\ne decise di andare a casa a fare un sonnellino.	{NAME:P1} ficou cansada dos seus vizinhos, que vinham\ne voltavam toda hora, e decidiu voltar para casa e tirar uma soneca.	{NAME:P1} se cansó de sus vecinos yendo\ny viniendo permanentemente, y decidió ir a casa a tomar una siesta.	{NAME:P1}​は、​次⁠から​次に⁠やってくる​近所⁠の​動物⁠たち⁠に​うんざり⁠し、\n家⁠に​帰っ⁠て​昼寝​する​こと⁠に​し⁠まし⁠た。	{NAME:P1} merasa bosan dengan para tetangganya\nyang datang silih berganti, lalu dia memutuskan untuk pulang dan tidur siang.	{NAME:P1} berasa lesu dengan kerenah jirannya yang masuk keluar\nsetiap masa dan memutuskan untuk pulang ke rumah dan tidur sekejap.	سئمت {NAME:P1} من جيرانها الذين كلّما خرج أحدهم يدخل الآخر،\nفقرّرت دخول المنزل وأخذ قيلولة.	{NAME:P1} tröttnade på att hennes grannar gick in och ut varannan minut\noch bestämde sig för att gå hem och ta en tupplur.	{NAME:P1} is moe door al het gezeur van haar buren\nen besluit om een middagdutje te gaan doen.	{NAME:P1} zmęczyła się wizytami sąsiadów,\nktórzy przychodzili co chwila, i postanowiła wrócić do domu na drzemkę.
girl.page.35	Tired, she crawled into her bed and quickly fell asleep.	Очень уставшая, она забралась в свою кроватку и быстро заснула.	Müde kroch sie in ihr Bett und schlief sofort ein.	Fatigué, elle se glissa dans son lit et s’endormit tout de suite.	Stanca, si mise a letto e si addormentò subito.	Cansada, ela deitou na cama e pegou no sono na mesma hora.	Cansada, se metió en su cama y se durmió de inmediato.	{NAME:P1}​は​ベッド⁠に​もぐりこむ⁠と、​疲れ⁠て​い⁠た⁠ので、\nすぐ⁠に​眠っ⁠て​しまい⁠まし⁠た。	Karena kelelahan, dia merangkak masuk\nke tempat tidur dan langsung tertidur.	Dengan keletihan, dia merangkak ke katil dan tertidur dengan cepat.	تثاقلت إلى سريرها متعبةً وسرعان ما غطّت بالنوم.	Trött kröp hon ner i sin säng och somnade.	Slaperig kruipt ze in bed en vertrekt naar dromenland.	Zmęczona wsunęła się do łóżka i szybko zasnęła.
girl.page.36	As soon as she was asleep, heavy rain fell,\nand a thunderstorm started outside the window.	А за окном пошёл сильный ливень и началась гроза.	Als sie eingeschlafen war, fing es draußen\nvor dem Fenster heftig zu regnen und zu gewittern an.	Aussitôt, une pluie torrentielle se mit à tomber\net le tonnerre gronda derrière sa fenêtre.	Appena si addormentò, cominciò a piovere a dirotto e a tuonare.	Assim que ela adormeceu, começou uma chuva forte\ne uma tempestade do lado de fora da janela.	Tan pronto como se durmiera,\ntruenos y una fuerte lluvia se precipitaron fuera de su ventana.	{NAME:P1}​が​眠っ⁠た​とたん、​窓⁠の​外⁠で⁠は\nはげしい​雨⁠と​雷⁠が​鳴り​はじめ⁠まし⁠た。	Begitu dia tertidur, hujan deras pun turun,\ndan guntur bersahutan di luar jendela.	Sebaik sahaja dia tertidur, hujan yang lebat pun turun\ndan ribut petir bermula di luar tingkap.	فإذا نامَت هطلَ مطرٌ غزيرٌ وهبّت عاصفة رعديّة في الخارج.	Så fort hon hade somnat började tunga regndroppar falla\noch ett åskoväder började utanför fönstret.	Terwijl ze slaapt begint het hard te regenen en het onweert ook.	Ledwie zasnęła, lunął ulewny deszcz i rozpętała się burza.
girl.page.37	It even shook {NAME:P1} out of sleep.\nShe peeled himself from bed and…	От звуков грома {NAME:P1} аж проснулась. Она встала с кровати и…	Es schüttelte {NAME:P1} sogar aus dem Schlaf.\nSie schälte sich aus dem Bett und…	Le bruit secoua le lit de {NAME:P1} et elle se réveilla. Elle sortit du lit et…	Il temporale era così forte che svegliò {NAME:P1}. Scese dal letto e…	O temporal estava tão forte, que até acordou a {NAME:P1}.\nEla se levantou da cama e…	La tormenta sacudió a {NAME:P1} de su sueño.\nSe levantó de su cama y…	{NAME:P1}​は​眠り⁠から​覚め⁠まし⁠た。\n​{NAME:P1}​が​ベッド⁠から​起き上がる⁠と…	Hujan petir itu membuat {NAME:P1} terbangun dari tidurnya.\nDia terangkat dari tempat tidur dan…	Sehingga bunyinya mengejutkan {NAME:P1}\ndaripada tidur. Dia bangkit dari katil dan…	أرعدَت السّماء موقظةً {NAME:P1}، التي نزعت جسمها عن السرير بتكاسل و…	Det väckte till och med {NAME:P1}. Hon tog sig ur sängen och…	{NAME:P1} schrikt wakker van het slechte weer. Ze springt uit bed en…	Hałas wyrwał {NAME:P4} ze snu. Podniosła się z łóżka i…
girl.page.38	Stepped into water! The floor of her house was filling up with water,\nwhich rose higher and higher every minute!	Наступила в воду… Пол её дома был залит водой!\nИ воды становилось всё больше с каждой минутой!	Ihre Füße wurden nass! Der Boden ihres Hauses füllte\nsich mit Wasser, und es wurde jede Minute höher.	Marcha dans l’eau ! Le plancher de sa maison était sous l’eau,\net elle montait à chaque minute qui passait.	Mise i piedi in acqua! Il pavimento di casa\nera pieno d’acqua, e il livello saliva e saliva!	Ao colocar os pés no chão, era só água! Sua casa estava sendo inundada,\ne a água não parava de subir a cada minuto!	¡Caminó en el agua! ¡El suelo de su casa\nestaba cubierto de agua, que subía más y más!	{NAME:P1}​の​足⁠は​水⁠の​中⁠に​入り⁠まし⁠た⁠！\n家⁠の​床⁠は​水⁠で​いっぱい⁠に​なっ⁠て​い⁠まし⁠た⁠！	Tercebur ke air! Lantai rumahnya dibanjiri air,\nyang terus naik dari menit ke menit!	Melangkah ke dalam air! Lantai rumahnya telah dipenuhi air,\nyang naik lebih tinggi dan lebih tinggi lagi setiap minit!	نزلت قدماها في الماء! كانت أرضية المنزل تفيض والماء يعلو أكثر فأكثر!	Klev rakt ner i vatten! Golvet i hennes hus fylldes\nmed vatten som steg högre och högre för varje minut!	Stapt in het water! De vloer van haar huis\nis helemaal nat en het water stijgt snel!	Wdepnęła w wodę! Podłoga jej domu zalewała się wodą,\nktóra z każdą minutą podnosiła się coraz wyżej!
